processed_review,sentiment_score,sentiment_label
fire price cant beat fire love scare order theyr cheap le 30 thought wouldnt authent made plastic authent box good condit label feel great put dont see sign fake even memori foam type materi bottom feel good look nice casual white leather shoe slap get mad compliment im buy color post result would say slightlyyyy narrow littl fat foot may effect didnt let effect rate caus dont problem ima walk hurt foot somethin ill let yall know,0.3058,1
love reebok feminin comfort long time alway like reebok get new add orthot current find dark shoe want white iwhat want,0.8689,1
go half size look lot review took heed go size fat foot wear size 10 got sneaker 105 great choic sneaker comfort sinc went half size room foot grow love royal blue love sneaker havent worn shoe yet let know anyth chang shoe look like pictureth sneaker cute wear jean short basic anythingupdatei worn shoe comfort love wear jean short shoe match everyth wear blue shoe dark blue side love old school reebok glad made purchas sneaker go half size especi fat foot like mineslol lovin shoe,0.9903,1
perfect sneaker sometim look search perfect sneaker well purchas mani pair sneaker throughout 70 year perfect comfort one area shoe feel discomfort pinchi want nice pair sneaker wear jean theyr perfectlov feel softlov color subtl bluei extrem plea purchas definit buy know purchas white pair present white one diewond purchas buy,0.9432,1
qualiti gone wayyyi reebok princess shoe fondli rememb theyr leather stiff narrow dont let foot breath big disappoint,-0.4019,0
small shoe amaz order regular fit mean wide plea order one size bigger order 7m tri shoe feel like 5m return shoe lost 818 whole process guess ship restock,0.4019,1
stiff shoe shoe stiff hard ran bit small side squeez foot togeth hour foot hurt,-0.5859,0
asid replac insol these shoe fit well previou reebok purchas pair shoe replac exact brand style shoe need replac insol thinker one better arch bit cushion otherwis shoe fit previou reebok wear winter shoe winter fairli mild texa type shoe work well black color work well jeansslack,0.9042,1
simpl comfort afford easi clean afford comfort theyr like hous shoe run errand simpl match simpl outfit jazz outfit alway need black pair black shoe easi clean start look rough order anoth pair mayb everi 8 month,0.8979,1
nice narrow abl order amazon reebok classic know fit first time buy would recommend tri store look super cool tend run quit narrow wide foot order least one size,0.9287,1
shoe fit snug shoe chang ive buy year alway fit great pair snug ive tri havent worn anywher mayb stretch littl bit im hope tri hurt toe first time probabl around hous see stretch littl say wide dont feel like,0.8115,1
excel beauti super comfort excel materi materi cloth,0.9081,1
great shoe excel shoe look great fit true,0.9477,1
good qualiti good qualiti,0.7003,1
run littl larger love everyth shoe theyr comfort cute lightweight problem run 12 size larger im normal 9 9 12 think could size 8 12,0.7906,1
pleasantli surpris expect narrow turn leather soft enough accommod medium borderlin wide width foot order normal size length perfect footb somewhat cushi though may need use insert high arch pf havent worn yet think noshow sock allday wear would work best shoe avoid get blister seam meet love simpl low profil designupd unfortun wear twice decid donat foot mustv grown wider gain extra weight sinc covid shame realli cute,0.9324,1
support like classic clark shoe cute like style disappoint didnt arch support would expect clark brand sure keep comfort otherwis,0.926,1
fit pinch toe,0.3612,1
love shoe super comfort white color run bit larg bought half size smaller fit great,0.9531,1
good brand good sneaker pair clark sneaker black leather like work bought color left rose doesnt realli go wardrob sued dyeabl dy dark red medium pink produc burgundi nice sued dye doesnt truli take synthet fabric tri avoid line replac lace closer match overal fun diy upgrad clark great brand count qualiti shoe last well,0.9545,1
extrem uncomfort disappoint heard great clark excit get bargain know clearanc wore shoe around hous short time felt ok wow toward end work day foot start kill hurt side well across top send back asap,0.4588,1
complet wrong measur order 38 got 22 note announc measur start 24 known 22 came outtoo bad cute,-0.5574,0
16 size realli beauti differ guess qualitytoo bad ask 38 reach 22,-0.5267,0
erron sizei ask size 38 got 22 babi pretti neededeasi return amazon,0.1779,1
littl durabl usual use child spoil quicklyth toe taken offa day later day school park seem month other brand anoth model give much better result,0.4404,1
nice hardth shirt pretti hard sole flexiblethey seem comfortablei bought 2 year old babi size 24 one normal carriesh complain still bit big compar son puma adida reboak seem quit bad least model boughti would buy,-0.5574,0
size correspond request sin shoe give grandchild bellami differ size deliv order,-0.5574,0
reebok sneaker made wrong number receiv refund,-0.4215,0
carv littl small look goodi would even say carv bit small,0.0,1
beauti nice correspond size size ok,0.6124,1
box poor condit gift came fatal box longer time return box came state would return rest cute comfort bamba littl,0.2023,1
footbal shoe soccer shoe son arriv greatcolor pink red,0.0,1
correct perfect european carvinggood materi,0.5719,1
cool color coolmi son overjoy,0.3182,1
didnt want like ever great fit glove shoe remind comfi glove hold foot right amount support didnt want like prici will pay everyth look black white sole lot grip high waterproof style oxford sneaker need work im alway foot look bit profesh cant wait put back tomorrow,0.6412,1
pic dont match item peopl buy thing base pictur ask replac dont think go get one pic item second time,0.0,1
bought much expens afford price dear reader bought shoe son absolut want green mountain shoe select big first onlin view qualiti forth price offer fit first hike rain u son man took shoe home full pink paper machewhen took sole dri found cuboid space fill paper mach inject mold dissolv insert penetr spread throughout shoeno damp footb noth except wet paper macheso complet worthless shame money let see seller behav sale servic least earn one star give possibl deserv second properli revers,-0.1531,0
bad qualiti price unfortun purchas recommendationfirst good thing shoeit fit state sit quit well unfortun neg insol cardboard dissolv quickli sole underneaththi happen quit quickli 3 weeksth indic rubber outsid thin suitabl child shoe wear extrem quicklyaft 5 week case garbag child otherwis break foot even though shoe worn altern,0.2023,1
outdoor shoe abl bought shoe 7 year old daughter order end may ship use amazonbut disappoint qualiti 235 get shoe mid august total brokenopen total overwhelm front daughter also shoe worn everi day expect outdoor shoe defenit,-0.6808,0
ok advanc son love shoessinc pull first without velcroh bind shoe yet find big velcro fasten quit enthusiasticw shoe kindergarten preschool everi day 4 week unfortun dissolvethey clean quit well look passabl day sandpit ganz stupid find soleth insol made fabric remov thin lappingther cardboard sole underneath firmli shoemi son sweat foot shoe mean breathabl cardboard wind shoe run shoe comfortableh like look least assum happi dissolv buy othersbecaus lace brand,0.8519,1
belad fraud first tri enthusiasticth shoe fit son made almost turf tree joythey comfort grip grandios first hike new patient come upi amaz 45 kilomet whip foot hurtw like hike lotthat uncharacterist big break noon took insol sweati shoe dri better immedi found caus painth shoe obvious pad cardboardin cours hike compress groov visibl pictur press throughit clear hurt run clear hope everyth work reimbursementbecaus doesnt work alla hike trek shoe describ describ complet unusableand also price get reason trek shoe child size,0.8519,1
scrapinterior sole dissolv offer shoe trek shoe child week wear week wear lower cardboard inner sole complet dissolv crumbl componentsse also photo comment herein addit moistur outgo foot foot sometim gather two solesthi mean longer wear shoe sinc second inner sole much thin push everyth shoe cost 31 longer portabl weeksi would never buy,-0.296,0
littl money shoe worn 3 time sunday sport 11 year oldaft ripe garbag,-0.296,0
worst shoe ever 1 star realli 7 year buy son shoe okey kind pull stupid 2 week sole alreadi expir shoe cap massiv push front ask son recent driven run 7 week whole shoe fall apart 7 week fall apartleav ran sole thought fall chair took insol breath displeasurethi shoe way deserv term trek shoe even 8 shoe known discount bad qualiti shoeit alreadi border shoe give shoe sale also child shoegift still expens,-0.8225,0
size normal good sole stink foot buy lico shoe long timethey robust sit well easi use littl onesto date littl one stinki foot inner sole remov simpli empti small sandpit underneathth shoe also suitabl wide foot thank elast bandpleas order shoe size exactli littl oneit fail normal order problem side seam alreadi loosen tongu shoeshowev yet fall apart process goodbut also say alreadi order 10 pair,0.0,1
first time carri broken shoe look nice well made first time wear one loop broken rubber tape threadedi dont think loop torn rather sewn cut narrowlyrepair would possibl amazon show exemplari way relat guarante abl give shoe back order other fit quit narrow rel stiff idea whether carri long timelay,0.1381,1
upper broken 6 month shoe broken 6 month shoe also defect wifeh leak unfortun see littl difficult pictur sole without mistak fit therefor extrem shame shoe bad qualiti come qualiti assur,-0.9648,0
unfortun 6 month defect upper materi realli durablewith shoe materi broken side shoe cours leakinggtx longer help particularli unfortun properti fit wear comfort excel,0.6369,1
super trail runner excel trail runnow third coupl type,0.7845,1
everyth fit great,0.765,1
adida x 173 ag shoe soccer shoe bought gift 8 year grandchildtri use satisfi nephewi cant say shoe becom champion accord old proverb good morn seen morningorlando,0.8658,1
excel product shoe brand invest lot like nike search result seenottomo dedign excel fit son happi,0.875,1
good boot qualiti good price,0.7003,1
nuria golden adida shoe son love super comfort ident photosw super satisfi,0.9382,1
beauti produc descript arriv timemi son happi even sr found someth le expens ident sport shop nearbi,0.0,1
recommend perfect beauti son goe crazi also color product arriv perfectli pack day advanc,0.7351,1
easi wear good qualiti easi get young player hurri especi elast neck comfort practic,0.6597,1
photo light delight daughter boot,0.5994,1
ask half good number good except hue model larger adida boot use,0.7269,1
great alway comfort light boot,0.765,1
fall much smallerdefinit great shoe unfortun fall quit small half number smaller order street shoe clearli small one imposs,0.6597,1
great entri level intermedi boulder shoe detailsblack diamond great job build shoe show attent detail excel good mid rang shoe aggres side extrem although way shoe mold sole built make even rang shoe well overhang small foot chip need sole littl flex maintain drop wellsizingblack diamond typic make shoe order street shoe size although thousand differ foot variat choos wise wider foot base natur volum foot structur proportion toe size street shoe size 105 slightli tight origin tri 10 way small foot even consid littl stretch time there way would fit 105 squeez sure littl pain bearabl want climb longer overhang rout opt 11 wear longer session wont stretch much synthet also live california climb outsid heat your foot natur swell bit weather approach perfect that two cent happi climb,0.9788,1
great shoe got great deal mayb 50 took chanc sizefit ax convers chuck taylor pad typic get size smaller traidit sneakersim 105 convers 105 black diamond fit great wear 115 sneaker bootssnug fit toe comfort heel feel loo review indic unsecur heel well anchor come shoe materi side around heel doesnt fit snug almost like much materi front back side shoe climb loo concern goe away mention toe heel securehighli recommend 4 time impress far,0.9854,1
hurt foot aw hurt foot thought broken would feel better noth chang other tri agre kill foot,-0.9136,0
size way smaller advertis im size ten bought size eleven toe curl much way could wear great look shoe otherwis,0.6249,1
break aggress want got mine half size street size littl difficult get first get break coupl session youll good dont plan walk around day definit meant one problem time singl pitch time yeah great aggress shoe,0.1779,1
good valu fit well broken own black diamond climb shoe fit good old one size,0.8807,1
funki size oh boy aggress sweet size run bit funni thu 4 start otherwis 5 star easi,0.1779,1
order new got use medium could load shoe came use black diamond got kid return item,0.34,1
order size larger expect look great feel strurdi havent abl tri normal wear 95 tenni shoe order size 10 still small rerat get exchang,0.6249,1
exactli pictur danc,0.0,1
short shelf life bought shoe june 2021 end septemb shoe begin dissolv side shoe twice week noral lawyer man could assum yesthat would last least 6 month would like know long shoe last use 2 week thank thank,0.7579,1
fit fit,0.6124,1
flat although like slip style lace absolut support shoe,0.6369,1
nice look comfi shoe realli nice casual shoe lace realli decor shoe doesnt tongu big open like nice wooden sock slide foot anyway comfi fit realli well wideish foot look nice im happi,0.9524,1
comfort comfort shoe ever worn lightweight soft give yet tighten support strap need immedi order futur discontinu,0.6705,1
awesom shoe love shoe wool make warmer winter support allow wear day usual wear 8 85 went 8 fit perfect highli recommend,0.9565,1
great sneaker run slightli big got replac moc around town longer color size need love shoe usual wear 75 exchang 7 run littl big easi put love fake shoe lace cant tell slip,0.886,1
breathabl alreadi ador merrel shoe love wasnt surpris wool upper lack bit support make breatheabl perfect warm weather comfort,0.9136,1
seam split 45 day indoor wear happi shoe firstuntil insid seam split day tri indoor,0.0,1
poor qualiti m side shoe leather almost felt rip tie shoe,-0.4767,0
warm foot even without sock use work pretti comfi 10 hour day,0.2263,1
realli great warm comfort walk mile,0.8176,1
bit tight littl tight kotakait soft cant wear itif think fit mayb dont take offshould rais one size order,0.3612,1
high arch high arch get task hurt arch even id taken wish problem cuz nice shoe word warn high arch peopl gon na good,0.2263,1
narrow open could fit foot shoe shoe might good narrow foot ankl shoe tongu attach way side cant adjust fit make sen pay return ship fault bc didnt read fine print,0.4953,1
way tight around foot got cheap see unwear,0.0,1
good run shoe bit difficult get though fit true size springi cloudfoam alphabounc seri ive worn previous separ tongu bit effort get high arch singl 5k run good slip movement insid shoe rub blister,0.7506,1
hard get nice shoe fit fairli true size manag get open shoe small make difficult pain get foot reason return sad price right,-0.296,0
small shoe woul comfort fit awkwardli small short length narrow width still look wide bulki normal narrow foot width alway wear size 12,0.6124,1
good shoe brought hard get right color good fit go need get arch support low arch sold idea buy,0.8176,1
comfort wear size 95 came fit good front rear side side tight bottom top top foot hurt wearng first time hope break loosen littl,0.8402,1
perfect fit look awesom like pictur,0.8271,1
beauti comfort littl beauti beauti daughter love bit broad comfort beauti fell love,0.9246,1
hmm kind like cheap made china shoe would find dollar store know made peopl squar foot support feel good tie tight cant imagin actual adida shoe,0.8885,1
beauti beauti good materi size much larger come mexican size,0.4404,1
perfect cheaper amazon store sneaker came perfect condit absolut new ship within 2 day via amazon primesneak fit true size would recommend buy size stan smith jordan 1 size,0.9485,1
excel product arriv earlier expect excel packag condit product fulli met experi know footwear wider,0.7184,1
look feel like version rememb 80 great look shoe though havent gone anywher yet save get liber covid 19 lockdown mask wear give one someth look forward tolik use say back day ill look fli,0.7906,1
size huge beauti bigi chang,0.3182,1
run small son wear size 1 current pair adida shoe order size 2 bare bigger size 1 im talk like mayb half cm bigger realli nice shoe look great small size,0.8555,1
size error tenni perfect size request would good ask still want product sinc request 13 sent 145saludo,0.6369,1
fake adida fake adida glue side box crush real adida would provid extra pair lace realli cheap good look cheap fake,-0.7906,0
excel servic product,0.4588,1
great shoe son love shoe buy tie lace easi get one,0.8519,1
cute size correct beauti perfect imag,0.7717,1
good product,0.4404,1
nice big size two cm bigger mark,0.4215,1
good shoe good qualiti shoe son love,0.875,1
omg wash absolut ador never buy toddler expens shoe cute pas first night wore drop chocol cake freak got home took insol slide right nice easi put wash machin cold low spin sparkl white woo love good pair washabl toddler shoe heck ye,0.872,1
beauti shoe nice particularli comfort,0.6486,1
slipon tenni shoe difficult put okay shoe super cute hard put adjust shoe lace elast builtin shoe opinion run kind big return smaller size size hard put took lot time tri get school would like better adjust could tie great elast never come loo school like said hard put,0.9612,1
great qualiti great price perfect dress runner son,0.9169,1
soft movabl barefoot shoesw order shoe sonthey soft pleasant wear absolut purchas recommendationthey run like barefoot shoe flexibl soft rubber soleth grass green realli great thing color baptiz right away,0.872,1
great shoe flexibl sole top shoe comfort son like wear well also fit excel despit rather narrow feetth sole extrem flexibl still good condit even high stress climb etc,0.9485,1
expect great shoe soft sole similar filii cheaper term pricedeliveri without problem,0.7475,1
nice soft shoe soft sole flexibl beauti leather good fit,0.802,1
dream shoe download lurchid size measur feetsho fit perfectli top qualiti soft flexibl sole great colormi son like wear start,0.8979,1
unfortun narrow great soft leather great color great price unfortun narrow barefoot shoe realli shame,0.8807,1
fall big larg,0.0,1
top top qualiti,0.3818,1
okal ok,0.296,1
adida woman 2 comfort stylish fit proper size,0.6124,1
beauti color everyth narrow small,0.0,1
excel excel price arriv earlier expect good price met expect,0.836,1
shoe came use dirti never write review thought worth caution order size 3 bought size 25 store shoe didnt much room grow store sold place found 3 blue color see pictur comparison sole new shoe store v shoe bought sole shoe bought filthi insid shoe hair ball lint obviou wear return thought purchas new pair shoesalso size refer would definit size half full size kid,0.2263,1
whoa best bang buck spend upward 200 11 year old picki son basketbal shoe last 34 year brand like nike armor decid give adida tri pleasant surpris shoe great look feel extrem well made best found place son instagram page picki social imag parent know mean happi dad highli recommend,0.9716,1
daughter daughter 11 wear size 7 woman bought size 55 fighter color,0.1531,1
tight even without lace narrow fit surpris never disappoint adida shoe purchas son wonder narrow size due unisex make shoe,0.0382,1
awesom sneaker son love sneaker favorit color super comfort allaround great shoe never complain hurt foot color vibrant buy anoth pair next size hard find,0.9705,1
cute would recommend half whole size also bit narrow foot howev foot littl wide,0.6705,1
horribl qualiti return polici upset compani spend 15 ship return back also find im go charg 15 restock fee price shoe didnt expect pay return ship time spent almost half cost shoe send back never compani doubl charg like even think read return polici obvious futur think wrong compani high restock fee charg return ship product cost 75 ridicul upset never order shoe terribl qualiti materi harsh uncomfort see glue along fabric meet sole upset,-0.8751,0
aw one shoe show worn tri also hardest sole honestli sound like walk around hous high heel comfort disappoint cute opinion shoe defin worth money sent back,0.6124,1
run shoe hard uncomfort sole size larg cute comfort also run larg wide size 6 fit like 7 theyr hard sole comfort label run shoe mislead would probabl hurt foot walk around town day label run shoe inaccur chose return also must pay return ship restock fee disappoint,0.5719,1
great look style great look style howev run realli larg usual wear 85 9 get 8 still larg heel area im go keep look cute size realli,0.9042,1
perfect great item strongli recommend anyon way item present way work perfectli,0.8834,1
get store elsewher shoe realli cute drew howev sole incred hard shoe stiff get even though size end big strongli hate seller make pay return ship unheard also restock fee buy risk,-0.5574,0
littl big drown think fit littl big odd cu adida alway fit right still like wear sinc receiv,0.128,1
shoe fit perfect littl bit room expect wear men 95 mayb 10i purchas woman size 11 9 men shoe fit perfect littl bit room expect men 9 like fitsho nice took twist contort much could break em sole hard af break seem like almost want cut middl strap probabl,0.9516,1
great shoe great price fit kind weird great shoe littl surpris got shoe notic grayishsilvergold speckl rim shoe kind notic pictur still realli like shoe downsid fit fit perfectli length fit actual shoe impress pretti narrow foot one shoe elast fit perfectli shoe elast big quit sure reason still realli love shoe anoth thing realli didnt mind other might sole bottom shoe flexibl realli hard make nois ever walk mind other might especi buy 100 dollar shoe got hous fairli quickli plea arriv realli enjoy shoe definit fashion statement practic work shoe realli love definit would recommend,0.994,1
shoe notic ador plan wear casual took advic bought shoe order half size smaller fit perfectli shoe notic ador plan wear casual train shoe,0.6249,1
perfect excel qualiti preciou perfect qualityth color also greatperfect summer,0.886,1
comfort practicesth last one wide,0.3612,1
resist comfort,0.3612,1
would recommend good fit good qualiti comfort would recommend,0.93,1
everyth ok beauti well doneexcel valu money,0.5106,1
excel want,0.5106,1
moccasin comfortables 43 correspond well feetveri well adapt call sensit foot walkingalso ideal drive,0.765,1
perfect perfect,0.8126,1
adida shoe perfectli respect expect number exactli color ident one photoveri beauti comfort daughter enthusiasticeven arriv advanc deliveri date,0.7096,1
bad descript seller bad descript seller otherwis beauti shoe right size good sued advis present,-0.6249,0
shoe offer beauti well care product expect size perfect arriv declar time satisfi,0.8402,1
much better expectedif school age child perfect footwear ruin go last one even specif athlet sport jack said go partsin first place talk footwear typic gener model rubber sole suitabl type landwel sewn last character consist synthet materi reduc comfortth bamba look comfort son let knowcreat foot walk mortgag theme aesthet person find greatest reluct price tight child yet preteen afford asian luxuri becomingcrazi moldso son happi bamba destroy schoolthat hear ugli black stick everythingthey also puma brand recogn prestigeso complain parliament sure reason price brand specif runto day heir want someth left better save battl footwear,0.9042,1
good product qualiti good prettyi give 5 star carv bit small seem durabl qualiti,0.7003,1
expens origin perhap origin uncomfort unfortun 1 week daughter alreadi consum opinion origin possibl,0.0,1
beauti perfect beauti good easi put recommend purchas,0.8442,1
great light shoe insid great light shoe insid son love,0.9246,1
great shoe love pair definit buy,0.8519,1
seen photo bought son delight comfort,0.7506,1
comfort beauti color one public daughter tell comfort color love wifeth price access,0.8481,1
comfort lighta super light chic sneaker everi daymi daughter immedi love said mom keep,0.9136,1
endur lotgreat child gymnast shoe fit also withstand realli intens stress,-0.0772,0
sold amazon shoe didnt fit tri return realiz would pay return ship fault notic wouldnt bought knew didnt includ free return,-0.7361,0
comfort second pair purchas plea first pair comfort walk work treadmil highli recommend great valu price,0.891,1
get wide version wide foot awesom shoe wide foot like recommend get wide version youll thank lolim amazon deliveri driver run thru shoe quickli great except bit tight wide foot bought wide version good lord feel amaz,0.9349,1
ok qualitynot best would recommend one mine torn within month hard use train although say heel wear quickli mine toe area alreadi tornso use month definit worth money guess,0.8126,1
nice fit walk,0.6486,1
good shoe shoe bit narrow first broken fit like dream,0.7003,1
super comfort debat get shoe much back forth self decid get glad did1 fit true size2 super comfort light stretchy3 came littl white ankl stockingsbonus4 bad look allthes support eventhough bought primarili gym wouldnt type high intens activ dont think would hold pressurei would definit purchas anoth color would definit recommend,0.9674,1
comfort attract comfort attract comfort walk shoe summer mesh would probabl cold wet weather great warm dri small foot athlet type shoe usual make foot look like minni mous slim weightless look great ive mani complement,0.9723,1
comfi cute cute lightweight sneaker like wear comfi slipper dont great support would recommend use run aerob ive wear day around hous zero complaint wear outsid would wait till warm weather waterproof insul way understand purchasingthes fashion comfi casual shoe highperform sneaker fit true size 75 order 75 fit perfectli love much purchas 2 pair differ colour great shoe price,0.9281,1
comfort great support awesom valu arriv speak durabl yet im thrill shoe incred comfort sore spot discomfort arch support fantast debat whether buy dr scholl madison walk shoe went le expens boy glad super breathabl comfort need upcom trip nyc,0.9643,1
seem like go good first type 2 diabet foot get tender hot regular sneaker swell walk long time seem like go good first problem sinc ventil foot swell pretti stretchi well see cant test outsid winter lot snow wore day yesterday hous comfyth sockett come seem middl unus seem irrit sole foot,0.8481,1
comfi wear love wear shop trip feel comfort lightweight,0.7717,1
sole slender definit light true size seem comfort howev return pair sole narrowslend compar typic brand im use wear,0.6486,1
nice comfort month loo top shoe elast strong enough anywher near comfort sketcher,0.8979,1
comfort realli like shoe offer support sandal run wide,0.7717,1
comfi comfi walk home wife heavili pregnant bought foot swollensh felt comfort walk long distanc,0.3612,1
call doctor deal lot swell foot neuropath pain well second pair dr comfort pluse minus previou pairplusesextra depth shoe swell top foot littl le side extra depth keep foot feel moosh shoe put extra pressur swollen areasvelco strapstongu design someon actual littl engin instead regular flapper tongu shoe tongu separ side shoe open wide allow lot easier access get one foot shoe without yank thing foot strap make adjust amount pressur hold foot place highli adjustableminusesinsert although come high qualiti insert arent comfort origin dr comfort well pad good arch support probabl would never notic though hadnt first pair compareinn pad insid origin soft lamb wool fairli comfort level cooshi ive come expectth minus rel though compar shoe market suffer issu foot heck lot kinder tootsi normal shoe find overal quit plea purchas,0.9565,1
great special need wear shoe use afo shoe brace leg also hip problem troubl tie shoe work great second pair other blackgrey got white one summer extra wide realli wide work perfect come spacer adjust shoe depth,0.9169,1
disappoint im type 1 diabet age ive found difficult buy comfort shoe high hope tri virtual pad arch support inferior price expect much theyr also huge foot rattl around insid even use orthot qualiti good id expect,0.6597,1
ok shoe perfect ugli horribl fit pretti good comfortableupd still like 3 month tread peel glu back onupd 5 month interior crumbl heel worn plastic thing poke around heel top layer insol shred fabric part make uncomfort wear feel fabric lump foot abl fix glu inexpens thin insol price shoe last longer,0.9081,1
shoe wonder special need son wear afo brace shoe wonder special need son wear afo brace leg shoe go easi come easi extra shoe depth wide open access shoe struggl fight appli shoe brace breez,0.4215,1
way go dr comfort comfort day long sever yr tri get husband tri dr comfort diabet shoe wear dr comfort shoe 4 yr love support comfort plu style shoe final podiatrist recommend dr comfort diabet shoe came right home order day receiv shoe said didnt ever buy shoe past shook head use tell shoe ive talk year love new shoe said doesnt want shoe onehardhead guy know qualiti product feel one way go dr comfort,0.9808,1
buy brand shoethey huge ripoff 2nd time written problem shoe first time velcro strap left shoe uneven wrote dr comfort compani never receiv repli great custom servicenow sole left shoe come unglu safe walk rubber sole keep roll walkingwhich danger great workmanship belong stroke club 300 member definit tell steer clear dr comfort shoe 150 ripoff last 2 month without fall apart,-0.2235,0
stretch 5 month great sever month recent husband drive truck haul 43 ft 5 th wheel trailer shoe stretch much shoe fell drive got stuck brake pedal nearli caus seriou accid thank hand trailer brake abl use tri tighten velcro far possibl shoe still slip 5 month averag length use wear expens length,0.8316,1
wide enough shoe seem excel qualiti sturdi support well made unfortun width run bit small small block insert toe show width 12 inch narrow 2 brand toe pain cramp walk uncomfort issu toe otherwis shoe seem comfort toe width import probabl best choic major issu howev seem excel option unfortun return mine,0.8591,1
final shoe work mani foot problem talk let say shoe wear final shoe wide deep enough deal comfort new break get even better includ insert size correctli far qualiti goe pas test dont believ durabl becom issu road use shoe leather express car lol,0.6705,1
disappoint new version shoe ok ive run wave creation 13 year updat disappoint first much heavier previou model mayb mean cushion use longer run idk dont feel arch support bother shin slightli toe box smaller feel like toe bang medial side shoe could shoe run smaller need bigger size either way foot extrem narrow usual never problem narrow toe box tongu actual love slide easili feel like fit great start run thought would mizuno im frustrat may find new run shoe overal im go give anoth week see break bit although never need previou version,0.8979,1
foot extrem happi sneakerhead 100 pair collect want run someth comfort im also color plain jane shoe sparkl color like someth ocean nice bluegreen color scheme mention comfort fit size 11 footsi happi ran five mile far issu mizuno make great show,0.9451,1
run sooo small first im size 65 almost everi normal size shoesneakersand etc size sneaker anoth mizuno style run shoe tri instor complet wonki start order regular size small pain order 7 75 final 8 could put foot without toe get smush front unfortun size fit best arch support sneaker posit wrong place realli bothersom uncomfort wear also materi ankl rub posit side say cushion integr tongu nicei bought return 4 pair style sneaker amazon noth show complet lack confid mizuno sneaker im go tri differ brand wish luck,0.7964,1
loyal custom still good need tie space back ive 20 pair wave creation year look great howev toe keep cramp im runner work home im wear day keep wear half day switchback perfect wave creation 20 plea put toe box back normal,0.9451,1
run small size love color style shoe tri seem super comfi problem run half size small dont next half size exchangeboo seen similar review mizuno shoe size review particular shoe said fit true size would disagre second pair mizuno order amazon return theyr small seem size mizuno shift overal regardless style order half size guess youll happi,0.9081,1
huge mizuno fan fit terribl im huge mizuno fan choic run shoe 10 year super disappoint 7 12 regular shoe alway order 8 8 12 mizuno sinc tend run small bought 8 12 dont fit heel pad push foot far forward toe cram front toe box plastic piec lace attach rigid tri tighten lace keep foot back push side foot give blister size issu overal fit issu unfortun miss return window tri make work way disappoint,0.9022,1
right size crapshoot wear 9 12 mizuno least last 10 year order creation waveknit 2 size 9 12 small sent back order size 10 thought mebecaus could possibl shoeand thought suck put thicker sock chang lace would work nope look like im wear clown shoe like realli look ridicul thing actual slip tri make work like abus relationship cant send backso your look pair woman creation waveknit 2 run shoe size 10 friend cut deal,-0.446,0
well made second purchas extrem comfort work stand long durat well made shoe drain support foot look pretti materi allow toe move freeli breath,0.8519,1
great fit want badli love shoe ive own sever pair mizuno past wore practic fall apart narrow small foot felt squeez despit correct size walk around carpet home hour took shoe relief return,0.9349,1
uncomfort 4th pair mizuno wave shoe style knit shoe sooooo uncomfort wear hour foot start ach,0.0,1
wonder awesom amaz love themgreat servic,0.6369,1
uncomfort incred uncomfort back shoe high caus excruci pain back foot nice style design,-0.128,0
excel shoe provid excel grip frosti park lot wet surfac light snowi area glad made right decis buy,0.8402,1
check box would never consid order shoe onlin havent abl find need slushi day fit well usual need buy footwear specialti store surp6and plea,0.5574,1
nice shoe price comfort line warm nice wear town dont want wear boot good price good brand,0.9271,1
trud size comfort look winter slip shoe littl nervou buy line sometim shoe true size true size comfort,0.8625,1
dri comfi light work go second pairfirst pair last yearsthey work canadian weather love,0.6369,1
thumb love bit stiff first break great slip quickli love walk dog winter,0.926,1
nice function boot warm waterproof bit difficult get need use shoe horn sinc elast top bit snug,0.4588,1
comfort good arch support orthot fit,0.8625,1
second pair merrel shoe great winter shoe fit well keep foot warm dri shoe must winter,0.8625,1
great winter love,0.8519,1
beauti comfort photo photo took 37 instead 36 wide plant big ankl fabric insol perfect,0.7351,1
cozi sneaker shoe comfort light great walk dri street long timein heavi rain foot get fast case sneaker sport shoe im super satisfi exactli look,0.8885,1
right great shoe look realli great super comfortablehad put cold day kept foot warmi recommend everyon definit put differ color,0.9393,1
five star excel shoe,0.4588,1
comfort day heavi walk wear surpris shoe tri felt comfort enough didnt seem support sneaker ive own gave tri go univers two day end one group without bad foot pain foot mildli sore noth compar normal would walk much,0.6998,1
great runaround shoe comfort,0.765,1
five star comfort walk shoe,0.3612,1
five star love sneaker,0.6369,1
five star great fit super comfi,0.8885,1
five star love super comfort,0.891,1
short term activ fine sketcher memori foam shoe beat hand shoe littl snug get tight hope arch support ok job requir stand long period shoe go provid support comfort need short term activ fine sketcher memori foam shoe beat hand,0.9638,1
comfort super comfort tenni alreadi four pair buy give away everyon love light comforti use exercis walk quit function soft foam templat,0.9201,1
excel excel tennisi recommend,0.8176,1
prettier physic perfect measur expect,0.7783,1
good product good like lot,0.8074,1
cute cute shown photo,0.7184,1
daughter favorit slipon shoe put tie shoesespeci time go one daughter favorit thing absolut love puma theyr great look say light super comfi like much order 2nd pair case amazon run stock chanc buy,0.9468,1
super cute super cute shoe fit expect got 30 max pay son shoe age 3 satisfi lighter kind shoe leather heavi duti shoe son isnt hard shoe yet didnt feel like wast heavi duti normal buy poorli made mean pair shoe go puddl jump,0.9551,1
great buy rare get bad product name except fit great look great,0.9062,1
